no,flag
212,0.097399496
15072,0.075223505
6146,0.098096535
2147,0.04785837
14561,0.051410504
7994,0.08061514
7373,0.057075083
10376,0.04124283
4376,0.046597
12867,0.04387566
9482,0.04698204
14745,0.0529621
8176,0.033160005
10623,0.021478828
4720,0.17653158
14848,0.051833127
13810,0.101385795
13505,0.06617913
3535,0.16428308
3017,0.07295708
5896,0.048275646
7864,0.075223505
9237,0.028319132
14851,0.085025676
10060,0.040118545
12205,0.07081372
10594,0.06776607
16688,0.071591154
6877,0.07679347
5332,0.061583098
2154,0.06625645
8393,0.07701095
13350,0.0776678
13234,0.07532919
13625,0.053467486
292,0.058725283
17294,0.075223505
16050,0.061192837
13813,0.06991739
15291,0.1113101
7280,0.09499686
6392,0.05777356
11750,0.07292229
10175,0.025012895
8981,0.15094548
10660,0.07731092
2564,0.07688856
10854,0.06547694
9309,0.095536634
14714,0.058517087
10839,0.07277557
4668,0.20188236
5523,0.042185437
17046,0.064287834
11947,0.08538075
1383,0.114839435
7821,0.07688856
9753,0.062418196
13784,0.102978945
14440,0.021951964
10734,0.06472973
13672,0.06255007
13893,0.057968546
11758,0.06200183
13449,0.05384542
134,0.02902209
16755,0.04821881
2694,0.046647277
5567,0.09611083
15319,0.07733375
3248,0.06419689
17270,0.07688856
14765,0.07697969
16633,0.16276848
7396,0.07688856
9183,0.05679441
10166,0.075223505
10103,0.0776678
1354,0.07041353
10385,0.026105344
16226,0.027363835
1320,0.07887627
436,0.2116463
14195,0.11891747
2184,0.056332175
10537,0.054207526
14985,0.08256662
6950,0.02900517
4921,0.075223505
16694,0.03684373
2511,0.08041847
7059,0.07887627
15582,0.048674565
1130,0.05975304
10098,0.03880294
5489,0.07688856
16216,0.056860767
15845,0.03485614
16390,0.06317496
5438,0.06617913
4971,0.05029862
32,0.05155256
16939,0.09025838
12614,0.09798104
1916,0.080657504
2345,0.02258419
7148,0.11167841
9953,0.068878844
8334,0.018769385
3014,0.035180252
6137,0.0522333
1605,0.075223505
9585,0.03733013
12136,0.061515603
15578,0.05615375
8922,0.06383158
2203,0.05812414
3019,0.068759635
7172,0.020743206
6426,0.0776678
5115,0.075223505
4164,0.14040272
10592,0.05585078
595,0.025251906
4268,0.038925964
8009,0.026220737
1331,0.027783204
4214,0.04903151
13420,0.075223505
13630,0.075223505
5433,0.075223505
642,0.036319185
14054,0.079019725
2754,0.046186034
7633,0.06617913
8350,0.045133814
10387,0.028848207
4961,0.06472973
16944,0.060967352
1773,0.11637567
16917,0.045936625
16656,0.04247982
4315,0.15293564
12126,0.05812798
2207,0.05247189
16035,0.075223505
13806,0.053594064
3147,0.035903763
9207,0.09030851
10127,0.07222105
9711,0.06378649
9541,0.14655791
2057,0.08444019
16879,0.06198721
6794,0.03523888
16345,0.069046356
16613,0.024289727
1850,0.075223505
6644,0.076996125
12592,0.15724514
167,0.08969375
5552,0.034823265
11602,0.05780848
12541,0.075223505
8817,0.08124182
3112,0.048945367
14968,0.09285618
3395,0.036321983
5798,0.076093934
12070,0.049477473
15237,0.07949645
11072,0.025991589
11926,0.07532919
12554,0.0490636
8958,0.068536825
9188,0.075223505
4517,0.07681035
315,0.034629524
6166,0.027676973
1339,0.03403574
10923,0.075223505
6860,0.096791446
3111,0.06540145
819,0.04490548
9290,0.07887627
329,0.075223505
8123,0.06472973
8308,0.16952157
8580,0.062992826
2141,0.075223505
7823,0.049621057
8526,0.08326187
10664,0.07688856
10430,0.051118944
12604,0.039144903
5574,0.051341817
13238,0.08486541
9724,0.114966676
5032,0.037027467
12043,0.051537886
9242,0.05740176
9264,0.083094746
10472,0.0846304
531,0.044439107
4648,0.09667757
11592,0.045085095
104,0.11896752
12657,0.10809905
5524,0.07688856
12887,0.032219764
6657,0.038339805
6524,0.07262295
15086,0.0950997
2717,0.021678688
14905,0.083094746
16635,0.07688856
6343,0.07688856
6362,0.0776678
5515,0.046784803
15990,0.029601939
6504,0.035202626
8846,0.08659182
11995,0.044439107
14141,0.07926346
299,0.07242309
1147,0.043544225
211,0.13247268
17426,0.14839731
15553,0.025325108
9634,0.07655448
3476,0.11174567
783,0.04516435
11300,0.075223505
14444,0.046516735
13915,0.070843756
8917,0.04841405
3823,0.08930561
5883,0.051949862
8249,0.044312067
13841,0.02002185
14870,0.04302222
11360,0.075223505
13764,0.08532544
8661,0.048962727
7096,0.056233067
13561,0.075223505
12969,0.043350212
4779,0.053308517
11188,0.075223505
15872,0.1474635
7645,0.05536854
2888,0.051369786
7097,0.034234833
7055,0.12231484
15479,0.04655591
12483,0.047588993
4072,0.13539623
3337,0.07926346
13295,0.057928663
13545,0.07688856
13409,0.05466256
12495,0.07369521
11229,0.075223505
11365,0.06507857
8759,0.040147163
2009,0.07926346
9821,0.07369521
14037,0.02080534
2942,0.08486541
3819,0.0873605
2160,0.09002848
12644,0.075223505
4151,0.06472973
12090,0.08215346
12571,0.1300014
4136,0.03410727
58,0.09556253
12843,0.0673433
14681,0.06060285
3424,0.075223505
4752,0.21218821
14360,0.075223505
7478,0.049925648
5665,0.0413028
6277,0.15139523
3586,0.04333606
1863,0.12993729
7384,0.039685797
9472,0.075223505
10609,0.044775505
8992,0.13671881
10071,0.049651157
14951,0.075223505
11935,0.07887627
3745,0.06416257
1548,0.019071389
1543,0.08286733
7398,0.21151745
6031,0.07688856
2977,0.1407649
7779,0.027441317
3297,0.065111004
15564,0.15956886
5140,0.03279489
15211,0.06472973
12522,0.047588993
8468,0.10808075
8880,0.032682225
17445,0.079617985
1688,0.075223505
16850,0.17021233
15162,0.053511035
13002,0.2407885
3286,0.07369521
4634,0.075223505
7035,0.05837858
16786,0.06683914
14834,0.08675815
8509,0.08061514
10167,0.027469613
4181,0.082447395
4900,0.06921662
8646,0.05173514
10226,0.07688856
4326,0.07887627
10246,0.041944277
9797,0.06306348
15308,0.051981438
16474,0.0985383
14003,0.030453948
11030,0.05924012
16017,0.07688856
5064,0.046132546
10164,0.064049155
5833,0.09899281
8776,0.13653372
239,0.027269948
3370,0.05252261
6629,0.100183114
15464,0.056709703
2253,0.106657155
8360,0.02921327
9364,0.039375443
1043,0.19419101
11095,0.021659333
10922,0.037211813
5975,0.03768052
15961,0.10215919
496,0.05133906
3602,0.07688856
4254,0.06472973
281,0.075223505
8611,0.051981438
782,0.04002861
5525,0.04654736
4813,0.026248066
11409,0.0584147
15266,0.07535158
15981,0.15325353
17320,0.06676459
3894,0.02486505
10281,0.038380183
1280,0.100867204
8021,0.075223505
2235,0.18189101
13501,0.042425096
1076,0.075223505
15117,0.1699452
15782,0.037913352
4288,0.076242104
7756,0.03886583
6095,0.07598443
8167,0.07336539
928,0.03436213
8478,0.053313393
8284,0.029784648
14244,0.18871088
10118,0.08747111
12176,0.07532919
15044,0.07215023
2666,0.07532919
2960,0.024341512
7740,0.2899634
5447,0.16707642
207,0.04936653
15302,0.048679754
16524,0.09469299
6721,0.07966969
14464,0.048747014
12563,0.066228
5372,0.079965666
10794,0.06617913
12767,0.0776678
5823,0.05191122
10740,0.12492657
9767,0.039592095
873,0.05798623
9076,0.027567841
16165,0.026095819
14424,0.0776678
6995,0.073120035
5009,0.0776678
11888,0.055756465
884,0.022159355
11306,0.07688856
12669,0.14141221
15306,0.0673433
10557,0.046932947
9913,0.075223505
655,0.024847452
13912,0.05157189
4843,0.13762859
2904,0.21118565
12340,0.09611083
16088,0.049629793
2881,0.124179035
13874,0.07215245
11653,0.029547313
12110,0.046953876
11637,0.03593598
8956,0.051257856
11367,0.08583486
1282,0.049012892
5775,0.03280429
438,0.06617913
1257,0.075223505
7512,0.053710993
9256,0.13550384
1801,0.034848426
6512,0.08925625
1110,0.048079964
17371,0.04283268
4491,0.08622669
1039,0.03013598
12429,0.0850295
1633,0.06472973
13953,0.11996206
369,0.075223505
9893,0.06472973
11738,0.075223505
8212,0.08599894
17412,0.0704585
4748,0.09127415
13899,0.023907362
14555,0.026675025
2729,0.07887627
16754,0.075223505
1919,0.04210931
2557,0.020578096
11735,0.034880407
9606,0.07366866
4848,0.075223505
9554,0.05863257
10227,0.07655448
9284,0.16741203
3181,0.018466495
15226,0.07476775
15379,0.06529477
16859,0.15060964
2995,0.056418333
649,0.03885414
7686,0.14154947
4310,0.026630804
16284,0.047588993
16192,0.030337004
9876,0.030087065
9453,0.14056076
4472,0.0776678
13004,0.0859562
5714,0.05447267
5022,0.0564432
13989,0.075223505
17187,0.026106164
7269,0.06050819
8888,0.050916173
6770,0.0776678
14879,0.06818828
7303,0.08930561
8506,0.07655448
13624,0.06472973
7528,0.043169722
5317,0.08675815
3425,0.05941195
15726,0.022303062
17198,0.05093609
10547,0.057486754
15283,0.0629602
5980,0.029915802
13324,0.047588993
1793,0.0776678
7884,0.075223505
5041,0.13740966
2307,0.023841392
17199,0.080054626
12009,0.055467505
13743,0.075223505
8738,0.056164835
6579,0.0673433
11372,0.071268015
5615,0.07369521
2668,0.0362353
15180,0.03259333
9825,0.024544222
12371,0.06339172
3445,0.0776678
10958,0.06617913
16828,0.07653641
5953,0.0776678
140,0.062069453
15722,0.029445833
16040,0.10613183
9636,0.048674565
15970,0.03885381
12133,0.08055105
10078,0.062050015
7568,0.07532919
13279,0.038221188
1531,0.05379873
202,0.051561967
8235,0.05218296
8673,0.075223505
11992,0.049477473
5085,0.075223505
952,0.04898082
9869,0.074995115
1169,0.075223505
6188,0.14363845
1981,0.0542099
114,0.12177484
9302,0.08517373
16164,0.08329112
1541,0.06302516
10675,0.04520101
1861,0.029036094
8730,0.02823007
5494,0.08143775
5793,0.03327417
2747,0.0290609
3746,0.12779799
5253,0.057345286
15487,0.06472973
10720,0.075223505
597,0.030837908
14137,0.075223505
16952,0.09025838
3591,0.03284818
14691,0.076093934
6407,0.15227294
317,0.019731129
13928,0.058853865
15090,0.043877024
1944,0.06396061
997,0.06614766
4665,0.059954196
1491,0.05472733
5396,0.075223505
4580,0.0776678
5360,0.07287319
11908,0.06617913
16245,0.06754157
2202,0.08431315
2179,0.050153952
8785,0.07966351
6363,0.03717823
13709,0.05156956
12993,0.086194985
2574,0.02785927
4419,0.033141587
4327,0.047588993
7944,0.06486881
14702,0.07994185
10796,0.14576524
16434,0.06791035
5294,0.027450271
12329,0.075223505
16222,0.042249557
15065,0.10711793
6967,0.071418785
1740,0.030812869
2121,0.07887627
3730,0.05898865
4152,0.106657155
10563,0.058992222
12560,0.099764705
14913,0.08949215
3536,0.0660987
9601,0.10100812
16269,0.0776678
7582,0.06910785
17324,0.075223505
12212,0.08020743
4158,0.029559731
9631,0.0776678
6685,0.045161907
10256,0.075223505
16848,0.052746046
10596,0.0701018
15287,0.08680652
5427,0.039958663
5129,0.04143375
11676,0.07623206
9571,0.07887627
13750,0.029966548
6131,0.075223505
600,0.061631963
13036,0.057891246
498,0.06791035
2279,0.051127378
11048,0.030499373
9836,0.0776678
7078,0.0744146
15163,0.019805437
11514,0.026095485
2011,0.07301437
11234,0.08530383
13693,0.044004094
7892,0.05216487
3311,0.07926346
5692,0.04044092
11503,0.07450912
3829,0.06342423
8325,0.025590176
7337,0.08221853
9003,0.0469156
15524,0.09341552
9422,0.075223505
12565,0.0370873
9695,0.041739922
17344,0.047588993
2066,0.075223505
4619,0.06839327
886,0.037387427
5929,0.046879813
2983,0.10217903
11924,0.09899368
3498,0.1026462
10481,0.14100693
5965,0.08061514
2883,0.0713074
9776,0.075223505
9073,0.04115404
5186,0.045785762
9730,0.060384102
4378,0.035330717
8262,0.2584018
3608,0.050793182
11316,0.07653641
3948,0.059769105
7912,0.058857735
4383,0.05266517
8865,0.04893102
4168,0.06553815
2604,0.051524762
5961,0.033008065
7993,0.02899295
5153,0.03011162
6006,0.07887627
8811,0.030431082
5451,0.075223505
10944,0.075223505
12976,0.12347301
14189,0.04869722
7805,0.059313763
4684,0.04090835
9758,0.046985462
14613,0.06839327
1355,0.17434686
14233,0.075223505
17336,0.030743359
9186,0.102828175
16947,0.07188772
4085,0.073724136
16097,0.060874082
13765,0.05503861
9085,0.06269404
15081,0.05010037
3920,0.075223505
12802,0.17519386
1612,0.0776678
3049,0.047090877
3210,0.079019725
1789,0.02739507
306,0.07369521
9058,0.0776678
4527,0.05373927
13867,0.08362822
11870,0.07887627
8720,0.075223505
10645,0.08061514
2423,0.07438842
10244,0.08337767
5123,0.02678062
3841,0.03636278
16926,0.05574975
9152,0.088844396
5208,0.03891263
10347,0.039359726
16118,0.075223505
5642,0.06538388
2969,0.026457986
1925,0.02741889
8954,0.027000317
2419,0.096184865
5607,0.07369521
12031,0.07688856
1795,0.017883537
12024,0.08061514
15728,0.075223505
12455,0.08186078
6507,0.107636206
12478,0.046701737
14631,0.060568128
16882,0.049927507
2873,0.043270677
16066,0.030000865
44,0.07688856
12452,0.0909436
16598,0.04316274
13804,0.055676598
10844,0.07688856
1306,0.075223505
3046,0.038574263
5319,0.07949645
6610,0.047588993
2868,0.082214504
15299,0.069918565
730,0.13888769
13687,0.054396242
2628,0.08142878
6536,0.075223505
8771,0.06472973
7793,0.093898304
9327,0.039346434
1521,0.06688383
3422,0.044584718
6089,0.075223505
7041,0.070967585
11022,0.055038672
11724,0.057786874
3193,0.05734548
6040,0.075223505
6444,0.062002596
13737,0.16555876
4651,0.08142878
13165,0.07369521
10705,0.06472973
10827,0.022827826
9908,0.060811084
17156,0.06472973
1835,0.04610263
12264,0.08186665
16768,0.075223505
13078,0.17198929
1529,0.07345377
9390,0.05826616
8105,0.0750135
3159,0.11972787
4028,0.10408255
11708,0.04558075
3321,0.076093934
863,0.08061514
15742,0.075223505
4036,0.09167835
9873,0.058984675
4048,0.07369521
12480,0.075223505
14787,0.07527826
15856,0.105364405
11553,0.055739496
10361,0.1664155
13701,0.11944033
9202,0.07688856
6757,0.13099185
14340,0.11950872
15064,0.06194373
10530,0.14538464
9378,0.04877817
5192,0.03472056
5087,0.023516217
2320,0.085443474
4506,0.076093934
922,0.07688856
1998,0.047588993
661,0.03080896
4969,0.08675815
696,0.08061514
9689,0.05947176
13120,0.20246702
502,0.0944763
7848,0.075223505
7201,0.08337789
3666,0.04080213
13688,0.05528643
3335,0.11220532
7474,0.02619371
7458,0.027887382
5453,0.048815098
6371,0.2332311
13640,0.057718955
9867,0.120375164
5890,0.045002263
5797,0.10401722
3197,0.048602104
1180,0.07184063
3798,0.07688856
14822,0.08142878
11650,0.15315497
13278,0.051563006
5612,0.15337782
7487,0.075223505
14760,0.054139886
2741,0.023890704
1738,0.07655448
10066,0.062910676
8273,0.058497794
2416,0.07688856
2895,0.06839327
16366,0.030970715
10580,0.04199076
16147,0.076093934
3739,0.075223505
15907,0.064648084
9424,0.10848186
7176,0.037839998
14746,0.029836107
3726,0.04948575
1005,0.02962821
11658,0.06472973
14642,0.07688856
15074,0.026147699
4774,0.12757625
16142,0.10001561
455,0.08223208
2988,0.092278786
2315,0.057219036
12967,0.06839327
4161,0.22006144
16221,0.075223505
11011,0.075223505
8147,0.075702086
13789,0.11160669
3280,0.065242335
3140,0.027084151
3326,0.075223505
16788,0.08142878
15526,0.07369521
17420,0.025567614
4578,0.04262152
8466,0.13195638
12682,0.08181715
16987,0.15273994
321,0.075223505
5177,0.05402714
14065,0.063595735
17384,0.075223505
718,0.076344416
6927,0.097698495
14580,0.087703325
8780,0.056050394
17315,0.06472973
6471,0.048181474
168,0.075223505
2876,0.08675815
10457,0.027006244
8827,0.027450094
16801,0.046564102
151,0.04277369
451,0.03416306
2026,0.075223505
10067,0.043769915
7670,0.033862773
15462,0.075223505
3998,0.029857488
7802,0.12158435
13325,0.10911041
14808,0.03390154
3079,0.07887627
12391,0.075781465
10663,0.037714534
272,0.050524198
305,0.07532919
9603,0.02703724
12285,0.052847404
2549,0.03789119
13892,0.05935855
11719,0.03948796
6656,0.041856445
1476,0.1023946
8028,0.04177074
4242,0.07873886
13766,0.06465618
9884,0.038482156
836,0.07926346
2734,0.04541284
12760,0.08675815
10777,0.06472973
13543,0.04068329
14152,0.07688856
4480,0.0221016
2505,0.027988479
14163,0.07887627
7256,0.083094746
8789,0.08792493
13182,0.032883283
15314,0.07667025
5563,0.06255043
9874,0.024050834
9851,0.09857956
16511,0.025590189
15836,0.048771992
5139,0.08747203
16743,0.06724244
15430,0.07191591
4306,0.07653641
14026,0.11542245
16927,0.054066986
15013,0.089325026
5271,0.07645166
15778,0.032881007
16354,0.07655448
8986,0.04139856
13112,0.07653641
1539,0.075223505
16190,0.053739585
3593,0.044311453
1971,0.033338875
6304,0.08675815
15145,0.075223505
13916,0.101131484
11415,0.08146305
2742,0.034891363
9358,0.075223505
3918,0.049884263
8701,0.07688856
8351,0.07369521
9543,0.03238155
10408,0.06082614
11051,0.09343033
16266,0.07926346
10826,0.07926346
6804,0.025670039
3093,0.07887627
9800,0.079932325
6964,0.025972331
4797,0.04470878
14277,0.03030385
14327,0.058540124
15867,0.06472973
7616,0.054979987
4803,0.046644516
16071,0.04175081
663,0.18072417
16700,0.027989626
14912,0.06090467
15342,0.06183238
9132,0.075223505
11491,0.03125427
3436,0.056577206
4512,0.07369521
7875,0.08953643
12778,0.066816606
9614,0.0776678
14425,0.035771746
4019,0.08497924
5957,0.07687152
3232,0.11956068
15774,0.029884668
7765,0.075223505
13267,0.024169434
2820,0.033382878
8380,0.062381983
552,0.058003563
10475,0.06629892
12539,0.075223505
13745,0.12212381
9678,0.08061514
5169,0.07369521
16915,0.05548962
11786,0.075155936
8248,0.07926346
1449,0.056002367
13753,0.075223505
7989,0.04243057
14403,0.051169112
11549,0.075223505
16658,0.072008565
11844,0.1383352
3061,0.055301245
3747,0.075223505
11820,0.083857544
11197,0.020911036
13136,0.08553531
13918,0.039272666
7042,0.097297676
13783,0.06472973
12500,0.035646927
17134,0.023141183
4806,0.032238856
14673,0.02855155
5483,0.04676563
2318,0.032284666
1368,0.072149396
6349,0.0776678
16842,0.093421586
15723,0.055763382
883,0.03553993
11705,0.10330457
3442,0.048674565
10686,0.04021078
5012,0.046543054
5807,0.08675815
4808,0.09133815
8151,0.06733107
16242,0.06516899
2700,0.038093127
2792,0.08682968
10008,0.079019725
15559,0.054858837
14024,0.075223505
6280,0.039075714
10416,0.035543874
1068,0.075223505
434,0.033360157
4462,0.06707759
6086,0.0776678
16133,0.06472973
2832,0.075223505
17238,0.043286208
13088,0.094322436
13384,0.07532919
1923,0.13978939
15974,0.04349708
13786,0.16285269
7796,0.03726741
14979,0.0776678
5675,0.14327022
11707,0.19153808
3800,0.08326187
9348,0.09710563
13339,0.08142878
8683,0.07926346
12631,0.075223505
3958,0.06472973
15552,0.07688856
16937,0.08769899
14779,0.075223505
15315,0.03794006
6377,0.024287406
15628,0.0776678
12449,0.06472973
7997,0.044003963
2492,0.09097764
3268,0.14452344
16235,0.041731127
6806,0.06480379
1744,0.21422347
10550,0.08083518
10733,0.095968366
3963,0.07688856
7036,0.07887627
15629,0.3245057
741,0.07244566
10469,0.07694612
3754,0.1355097
4737,0.060835443
7896,0.049969025
2375,0.06472973
7676,0.07688856
14383,0.16276848
2020,0.028516
10211,0.07369521
15667,0.07309295
3838,0.06472973
4201,0.07926346
9548,0.027110064
8384,0.08078341
7080,0.053277906
12753,0.048251465
9067,0.065814935
9702,0.0776678
11408,0.075223505
4649,0.0688062
8825,0.032791648
6069,0.05858411
10220,0.03282015
11420,0.16458666
6204,0.0491831
8055,0.08553427
9137,0.075223505
1429,0.06276367
13016,0.07369521
2277,0.02347564
7687,0.05269933
15083,0.07653641
3713,0.05189593
1146,0.05941241
17048,0.075223505
2578,0.033848315
3555,0.075223505
5461,0.047462516
72,0.027604738
16104,0.047988366
3634,0.06141633
2193,0.13838056
3270,0.041515652
5570,0.030606393
16186,0.06844557
3012,0.1678939
7671,0.08675815
15531,0.055653203
11656,0.058990344
15185,0.049477473
16137,0.03978921
13213,0.04180845
517,0.05812414
9411,0.07080522
5914,0.056388192
7116,0.14228947
6969,0.040847987
2709,0.057563316
12210,0.048183832
3282,0.028791606
10115,0.08142878
13360,0.031360507
15879,0.065409906
11671,0.075223505
9081,0.10494524
11076,0.07688856
4400,0.04951609
190,0.07532919
13934,0.034433074
3457,0.058878783
11474,0.07653641
14295,0.08675815
14342,0.11486124
5911,0.075223505
11313,0.07921112
14687,0.06805642
5528,0.048176967
6555,0.05252261
10218,0.075223505
1836,0.10701465
13827,0.018317582
12295,0.075223505
16310,0.09169678
4113,0.030063726
16963,0.06744996
4725,0.07476775
5145,0.16316369
11203,0.075223505
0,0.06603785
15099,0.07653641
14158,0.07926346
157,0.075223505
5635,0.071766965
7983,0.03340411
5987,0.068692096
6949,0.03135207
8237,0.12937886
17179,0.06617913
5144,0.041849244
9650,0.049969025
8902,0.048674565
6625,0.07279958
11808,0.04470878
237,0.08108169
5008,0.051427223
14994,0.07369521
16058,0.07653641
10209,0.06317506
7488,0.075223505
6331,0.119898796
16150,0.04992139
11331,0.0776678
1568,0.06471117
7870,0.050753597
17283,0.083094746
4822,0.05108187
8136,0.071911246
11180,0.075223505
7703,0.03039907
1559,0.022123097
3281,0.076093934
15165,0.0317995
11222,0.13771732
12806,0.075223505
16140,0.08090453
173,0.07730359
16936,0.04655932
3903,0.065823115
5956,0.043139283
13108,0.075223505
2223,0.07501738
7608,0.110890806
2584,0.06471928
1752,0.20324114
240,0.056050472
10089,0.105100654
8375,0.078320906
4109,0.045490004
4423,0.018508628
11839,0.075223505
13796,0.020459235
3949,0.11471012
9529,0.06422991
12405,0.030075355
10887,0.037433274
17140,0.041212622
5370,0.100011796
10061,0.025671184
11944,0.07887627
1943,0.040315125
1479,0.06947317
11568,0.07688856
2119,0.16617121
14078,0.028210536
3543,0.06967883
5841,0.05947176
219,0.09122767
10082,0.075223505
2075,0.048728745
14208,0.062467527
10907,0.15223512
2384,0.07093213
11101,0.049569555
10354,0.08283449
1866,0.08066008
1903,0.049467918
2981,0.07887627
11616,0.07349872
17381,0.09476269
10099,0.062436037
2498,0.058546748
3599,0.051156927
275,0.07369521
1647,0.0776678
16689,0.07688856
8376,0.06472973
4674,0.03258979
13352,0.075223505
9015,0.063653335
13272,0.11816436
11632,0.029555272
3148,0.07532919
12904,0.0657158
1674,0.13359395
9106,0.033027254
15461,0.14086281
10018,0.16809967
12020,0.047021937
9977,0.09776241
16501,0.03481482
853,0.079442725
12721,0.08675815
4335,0.048305117
5299,0.030891372
16146,0.023214154
13547,0.039457507
6196,0.037755646
15542,0.048488777
6067,0.082797304
7073,0.075223505
1270,0.027150169
14504,0.060801987
4091,0.07822807
2831,0.049477473
16218,0.05590158
728,0.06472973
13898,0.15955414
15002,0.026209429
16125,0.020629382
17139,0.048282634
4837,0.07688856
3601,0.04347658
6228,0.0181017
4202,0.075223505
16823,0.07995828
9579,0.057897132
15625,0.16528733
827,0.06617913
2451,0.04098776
10346,0.07766377
3338,0.06646432
8805,0.06492131
10699,0.075223505
5290,0.026273247
251,0.056922477
232,0.057263937
15833,0.075223505
12819,0.075223505
11425,0.09329037
962,0.07369521
6742,0.044736385
6185,0.05468804
7435,0.075223505
2290,0.04659124
11405,0.040171232
6015,0.050652303
4496,0.045868024
832,0.10200316
14441,0.020496905
1273,0.05097022
11071,0.036622852
14803,0.07688856
3871,0.030089704
2336,0.07887627
16771,0.04422825
4094,0.07653641
10756,0.049140804
1566,0.03909181
12221,0.08177355
5912,0.0621256
5843,0.06502471
4931,0.11466416
5716,0.075223505
16430,0.075223505
1668,0.06501367
2516,0.06472973
14298,0.09932547
17449,0.08944177
15540,0.045286182
187,0.12545925
2386,0.075223505
6748,0.06910785
9041,0.038692765
4005,0.075223505
15766,0.058857314
14046,0.07926346
3791,0.023330865
7958,0.06472973
8794,0.075890794
4287,0.033144202
9426,0.0776678
14805,0.0776678
12354,0.09918801
6335,0.06617913
4412,0.092523314
7431,0.10742337
3583,0.08076146
3138,0.0564032
8551,0.07532919
10169,0.035665978
6379,0.06819015
6223,0.075223505
17075,0.042933337
2271,0.084073834
17292,0.06386111
10384,0.07369521
2342,0.07816063
15601,0.104147576
16273,0.19071777
16811,0.048485
7235,0.047588993
14634,0.0422757
11001,0.059525665
13523,0.053199098
10446,0.04750149
11899,0.08165151
16265,0.032697547
472,0.107636206
10132,0.056233272
15925,0.075223505
5307,0.07780065
3981,0.15324286
2005,0.042455867
6560,0.0776678
4722,0.07532919
3667,0.030850423
9539,0.034778055
17312,0.07598413
74,0.053232446
296,0.06670735
2275,0.0491831
1485,0.05429588
12545,0.22120795
2038,0.053538863
4049,0.19226886
5959,0.033325776
9961,0.05060383
15535,0.0776678
2302,0.047161087
4294,0.056128446
11672,0.1847819
17285,0.07688856
12619,0.07822807
10276,0.07688856
3239,0.06477456
14508,0.061558954
4859,0.08362266
8154,0.24192443
458,0.081320845
17226,0.1156419
2771,0.06826182
2945,0.023293046
5303,0.04985855
14433,0.111067906
6641,0.041298997
14722,0.09333255
13858,0.075223505
10221,0.06398231
8615,0.08063002
10780,0.10985368
5216,0.038874052
8289,0.075223505
14672,0.040369205
16281,0.0776678
3071,0.06664951
17202,0.075223505
11812,0.04353161
14421,0.052073482
12239,0.0321956
10821,0.02972075
14109,0.07688856
12512,0.021739503
11746,0.07476775
9027,0.07688856
1530,0.08693521
1341,0.075223505
17353,0.04794787
10035,0.0338724
6470,0.07509335
8514,0.075223505
7032,0.07383729
8141,0.12757625
15576,0.08535005
13781,0.06617913
2678,0.03850864
14545,0.075223505
7432,0.02925327
5854,0.098096535
2208,0.15778098
9602,0.028630827
2262,0.1739711
16564,0.13927653
1851,0.049477473
3514,0.055372547
11172,0.04295254
16746,0.06472973
9321,0.060455836
1384,0.07128274
11788,0.0776678
14921,0.078642905
9845,0.075223505
3922,0.15750626
7251,0.06323887
15874,0.043306217
2308,0.13767178
15831,0.11943077
7262,0.040571593
9311,0.07688856
640,0.07402311
5376,0.13375326
17024,0.05812414
16442,0.08061514
14507,0.036610708
7705,0.047588993
16691,0.09185642
10235,0.02215389
3036,0.083094746
3594,0.08430039
8261,0.06288305
11264,0.04292643
5960,0.076093934
3597,0.07532919
9713,0.03662409
15042,0.08022576
7904,0.101199366
3652,0.06641396
7711,0.08326187
15547,0.06617913
16649,0.054827336
5625,0.0204848
3092,0.11891842
10286,0.16893303
9826,0.038027704
13233,0.07302309
11872,0.052762035
9866,0.056390308
5992,0.026255142
13542,0.07688856
6733,0.07287498
14640,0.024924524
10654,0.031938758
5045,0.079019725
6546,0.08675815
7533,0.07651422
4877,0.08061514
8872,0.029818673
9501,0.07653641
14515,0.05363171
6570,0.03721984
11744,0.053757045
7669,0.044124335
14919,0.048181474
9467,0.03987182
2008,0.07265711
7532,0.07655448
9832,0.075223505
5117,0.05012722
2798,0.076093934
5757,0.045595404
2047,0.033144392
8850,0.047362633
5391,0.054944407
1238,0.075223505
4368,0.07270697
12284,0.07532919
4174,0.0776678
7543,0.09907809
17316,0.075223505
3100,0.06472973
6290,0.075223505
9946,0.09193313
218,0.09133803
11426,0.0300254
8480,0.08675815
12150,0.036597162
4077,0.042038713
8494,0.19814838
8390,0.021608291
8973,0.13103011
7749,0.15820177
12823,0.04750326
15635,0.07369521
13476,0.21796869
4650,0.058486674
13347,0.11132411
12144,0.13374785
14966,0.059916314
16087,0.026261123
17404,0.07688856
2425,0.05627309
11881,0.03330681
4390,0.045323912
13722,0.098096535
12225,0.06882976
2991,0.07688856
3352,0.07369521
7747,0.06472973
13032,0.07653641
1275,0.069918565
4236,0.07887627
12356,0.032137398
13021,0.07926346
12462,0.11831235
1334,0.07653641
8770,0.06744996
6526,0.0776678
4800,0.04798002
14166,0.036435355
15999,0.020235112
7009,0.262532
16456,0.052550882
15132,0.07369521
11964,0.106657155
9118,0.07688856
8650,0.0900504
16751,0.103842065
16968,0.07555654
690,0.13042997
9751,0.072143905
8521,0.075223505
8467,0.039619237
14102,0.043658677
14747,0.23825468
